id,client_id,domain,city,region,browser,device_category,date,pageviews,campaign,keyword,medium,source,avg_session_duration,bounce_rate,sessions,goal_completion_location,goal_completions,goal_conversion_rate,goal_value,conversion,source_conv,ad_cost,sale,model_ga_name,model_ga_id
42696,GA1.2.1809053437.1575315933,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,(not set),(not set),organic,yandex,0.0,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
42705,GA1.2.1808381088.1580716282,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,68,36451504,киа рио в кредит,cpc,yandex,0.0069868865740740915,0.0,3,/buy/calc/?model=e220,1,0.3333333333333333,32837,1,YANDEX,2975,0,e220,7.0
42706,GA1.2.1808381088.1580716282,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,68,36451504,киа рио в кредит,cpc,yandex,0.0069868865740740915,0.0,3,/buy/cars/e220/,1,0.3333333333333333,39814,1,YANDEX,1676,0,e220,7.0
42707,GA1.2.1808381088.1580716282,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,68,36451504,киа рио в кредит,cpc,yandex,0.0069868865740740915,0.0,3,/special/purchase/e220/?calltouch_tm=yd_c:36451504_gb:3435678787_ad:6081156757_ph:14000352501_st:search_pt:premium_p:1_s:none_dt:mobile_reg:35_ret:_apt:none&yclid=483110533530160988,0,0.0,0,0,YANDEX,342,0,e220,7.0
42736,GA1.2.1807210454.1581333418,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Safari,mobile,2020-02-10,2,(not set),(not set),referral,yandex.ru,1.1574074074038876e-05,0.0,1,/offers/buy/lizing-dlya-fizicheskikh-lits/,0,0.0,0,0,yandex.ru,130,0,,
42877,GA1.2.1798234791.1581333598,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,4,(not set),дилер хюндай в краснодаре,organic,rambler,0.0002662037037037823,0.0,1,(entrance),0,0.0,0,0,rambler,0,0,,
42954,GA1.2.1792858990.1581323896,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,36451549,КИА,cpc,yandex,4.6296296296377555e-05,0.0,1,/special/purchase/?calltouch_tm=yd_c:36451549_gb:3436027166_ad:6082727479_ph:14002772508_st:search_pt:premium_p:2_s:none_dt:mobile_reg:35_ret:_apt:none&yclid=483784355639233388,1,1.0,23772,1,YANDEX,1712,0,,
42982,GA1.2.1791300838.1581308279,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Android Webview,mobile,2020-02-10,5,(not set),(not set),referral,yandex.ru,0.006898148148148042,0.0,1,/,0,0.0,0,0,yandex.ru,187,1,,
43086,GA1.2.1787280993.1581365712,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Safari (in-app),mobile,2020-02-10,2,e220_X,(not set),cpm,IG,0.0,0.0,1,/special/purchase/e220-x-line/item65704166.php,1,1.0,36141,1,ig,2741,0,e220,7.0
43127,GA1.2.1784932146.1581342826,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,6,(not set),(not set),referral,link.2gis.ru,0.0004166666666667318,0.0,1,/,1,1.0,35402,1,link.2gis.ru,742,1,,
43211,GA1.2.1780929033.1568152795,cars.BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,4,(not set),(not set),referral,BMW-keyauto-krd.ru,0.00030092592592589895,0.0,2,/,1,0.5,21478,1,BMW-keyauto-krd.ru,1044,0,,
43212,GA1.2.1780929033.1568152795,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,8,(not set),(not set),referral,yandex.ru,0.00019097222222219656,0.0,2,/,0,0.0,0,0,yandex.ru,115,1,,
43297,GA1.2.1775039281.1581338476,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,2,(not set),(not provided),organic,google,0.0,0.0,1,/service/calculator/,1,1.0,23546,1,google,0,0,,
43357,GA1.2.177194755.1581317701,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Android Webview,mobile,2020-02-10,4,(not set),(not set),referral,yandex.ru,0.0010416666666666077,0.0,1,/models/c180_sw/options/,1,1.0,25099,1,yandex.ru,1154,0,c180,9.0
43441,GA1.2.1768778431.1577093516,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,6,(not set),(not set),referral,yandex.ru,0.0011574074074074403,0.0,1,/,1,1.0,35536,1,yandex.ru,1164,0,,
43444,GA1.2.1768634094.1581326665,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Safari,mobile,2020-02-10,2,36451497,пиканто gt line,cpc,yandex,0.0,0.0,1,/special/purchase/cls/?calltouch_tm=yd_c:36451497_gb:3435678553_ad:6081154541_ph:14000348385_st:search_pt:premium_p:2_s:none_dt:mobile_reg:10995_ret:_apt:none&yclid=484509559192051214,1,1.0,41042,1,YANDEX,1890,0,cls,5.0
43491,GA1.2.1765246073.1581173396,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,4,(not set),(not set),organic,yandex,0.00042824074074077073,0.0,1,/models/cls/desc/,0,0.0,0,0,YANDEX,0,0,cls,5.0
43520,GA1.2.1763700586.1581358451,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Opera,mobile,2020-02-10,8,(not set),(not set),referral,yandex.ru,0.0004745370370369262,0.0,1,/,1,1.0,25374,1,yandex.ru,614,0,,
43542,GA1.2.176243878.1581321120,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,desktop,2020-02-10,4,(not set),(not set),organic,yandex,0.0,0.0,2,/models/e400/options/,0,0.0,0,0,YANDEX,0,0,e400,4.0
43551,GA1.2.176153945.1581352754,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,desktop,2020-02-10,12,(not set),(not set),organic,yandex,0.006516203703703649,0.0,1,/models/e400/options/,1,1.0,35655,1,YANDEX,0,0,e400,4.0
43562,GA1.2.1760874864.1581339301,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,10,(not set),(not provided),organic,google,0.0035879629629629317,0.0,1,/,0,0.0,0,0,google,0,0,,
43622,GA1.2.1758009773.1579103057,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Firefox,desktop,2020-02-10,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/offers/buy/suv-rock/,0,0.0,0,0,yandex.ru,67,1,,
43625,GA1.2.17579168.1581279296,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Android Webview,mobile,2020-02-10,4,e220_X,(not set),cpm,IG,0.0,0.0,2,/special/purchase/e220-x-line/item65704166.php,0,0.0,0,0,ig,240,0,e220,7.0
43640,GA1.2.1756878476.1581331261,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,desktop,2020-02-10,2,36451504,киа рио,cpc,yandex,0.0,0.0,1,/special/purchase/e220/?calltouch_tm=yd_c:36451504_gb:3435678788_ad:6081156759_ph:15338213244_st:search_pt:none_p:5_s:none_dt:desktop_reg:35_ret:_apt:none&yclid=485715473945886494,1,1.0,15854,1,YANDEX,1703,0,e220,7.0
43715,GA1.2.1752435596.1574758122,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Samsung Internet,mobile,2020-02-10,4,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/special/purchase/gls/?calltouch_tm=yd_c:36451531_gb:3435681094_ad:6081167802_ph:14000379325_st:search_pt:premium_p:3_s:none_dt:mobile_reg:35_ret:_apt:none&yclid=483840516432616984,0,0.0,0,0,yandex.ru,140,0,gls,2.0
43716,GA1.2.1752435596.1574758122,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Samsung Internet,mobile,2020-02-10,4,(not set),(not set),referral,yandex.ru,0.0,0.0,1,(entrance),1,1.0,11931,1,yandex.ru,1162,0,,
43717,GA1.2.1752435596.1574758122,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Samsung Internet,mobile,2020-02-10,4,36451531,Mersedes спортейдж,cpc,yandex,0.0,0.0,1,(entrance),1,1.0,37452,1,YANDEX,2463,0,,
43718,GA1.2.1752435596.1574758122,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Samsung Internet,mobile,2020-02-10,4,36451531,Mersedes спортейдж,cpc,yandex,0.0,0.0,1,/special/purchase/gls/?calltouch_tm=yd_c:36451531_gb:3435681094_ad:6081167802_ph:14000379325_st:search_pt:premium_p:3_s:none_dt:mobile_reg:35_ret:_apt:none&yclid=483840516432616984,1,1.0,13323,1,YANDEX,1766,0,gls,2.0
43816,GA1.2.1746856866.1581323372,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,4,(not set),(not set),organic,yandex,0.00898148148148148,0.0,1,/special/purchase/?calltouch_tm=yd_c:36451549_gb:3435681394_ad:6081170080_ph:14000399300_st:search_pt:premium_p:2_s:none_dt:mobile_reg:35_ret:_apt:none&yclid=483647250996683316,1,1.0,17367,1,YANDEX,0,0,,
43817,GA1.2.1746856866.1581323372,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,4,(not set),(not set),organic,yandex,0.00898148148148148,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
43818,GA1.2.1746856866.1581323372,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,4,36451549,киа краснодар,cpc,yandex,0.002962962962963056,0.0,1,/,0,0.0,0,0,YANDEX,500,0,,
43819,GA1.2.1746856866.1581323372,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,4,36451549,киа краснодар,cpc,yandex,0.002962962962963056,0.0,1,/special/purchase/?calltouch_tm=yd_c:36451549_gb:3435681394_ad:6081170080_ph:14000399300_st:search_pt:premium_p:2_s:none_dt:mobile_reg:35_ret:_apt:none&yclid=483647250996683316,1,1.0,17656,1,YANDEX,1991,0,,
43827,GA1.2.1746279924.1581357274,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,desktop,2020-02-10,4,(not set),(not set),referral,yandex.ru,0.00038194444444439313,0.0,1,/,1,1.0,17532,1,yandex.ru,1643,1,,
43906,GA1.2.174184038.1581352401,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,6,(not set),(not provided),organic,google,0.0003472222222222765,0.0,1,/,1,1.0,14240,1,google,0,0,,
44014,GA1.2.1737063039.1563530617,cars.BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,2,(not set),(not provided),organic,google,0.0,0.0,1,(entrance),1,1.0,26437,1,google,0,1,,
44181,GA1.2.1729151064.1580673827,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Android Webview,mobile,2020-02-10,26,(not set),(not set),organic,yandex,0.002847222222222223,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
44199,GA1.2.1727380708.1581335111,cars.BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,2,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0,0.0,1,/,0,0.0,0,0,BMW-keyauto-krd.ru,80,0,,
44309,GA1.2.1722413098.1581339033,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,6,(not set),(not provided),organic,google,0.0026157407407407796,0.0,1,/,0,0.0,0,0,google,0,0,,
44310,GA1.2.1722389223.1581313998,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Safari,mobile,2020-02-10,2,(not set),(not provided),organic,google,0.0,0.0,1,/,0,0.0,0,0,google,0,0,,
44329,GA1.2.1721446116.1580925653,cars.BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,2,(not set),(not set),referral,BMW-keyauto-krd.ru,0.00011574074074083283,0.0,1,/,1,1.0,39541,1,BMW-keyauto-krd.ru,974,0,,
44328,GA1.2.1721446116.1580925653,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,2,(not set),(not set),referral,BMW.ru,0.0,0.0,1,/,0,0.0,0,0,BMW.ru,91,0,,
44347,GA1.2.1720274390.1565471361,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,22,(not set),(not set),organic,yandex,0.0025231481481482465,0.0,1,(entrance),0,0.0,0,0,YANDEX,0,1,,
44355,GA1.2.1719977345.1577536639,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,6,(not set),(not provided),organic,google,0.00018518518518528815,0.0,1,(entrance),0,0.0,0,0,google,0,0,,
44427,GA1.2.1716842930.1580143937,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Safari (in-app),mobile,2020-02-10,4,e220_X,(not set),cpm,IG,0.00023148148148144365,0.0,1,/special/purchase/e220-x-line/item65704166.php,1,1.0,8252,1,ig,2398,0,e220,7.0
44449,GA1.2.1715180244.1581238089,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,8,36451549,Mersedes краснодар,cpc,yandex,0.0015393518518518334,0.0,2,/special/purchase/e220/,1,0.5,28720,1,YANDEX,1749,0,e220,7.0
44566,GA1.2.1709713164.1576131671,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,12,(not set),(not set),referral,yandex.ru,0.006956018518518459,0.0,2,/models/e220/options/183534627/?old_year=Y&color=183535169,1,0.5,11602,1,yandex.ru,1736,0,e220,7.0
44567,GA1.2.1709713164.1576131671,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,12,(not set),(not set),referral,yandex.ru,0.006956018518518459,0.0,2,(entrance),1,0.5,32277,1,yandex.ru,1729,0,,
44697,GA1.2.1702087064.1581326260,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,6,(not set),киа краснодар официальный дилер,organic,yandex,0.001099537037037024,0.0,1,/,1,1.0,32222,1,YANDEX,0,0,,
44739,GA1.2.1699758488.1581319199,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,6,(not set),(not provided),organic,google,0.001099537037037024,0.0,1,/,0,0.0,0,0,google,0,0,,
44848,GA1.2.1694619680.1581367617,cars.BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,tablet,2020-02-10,2,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0011689814814814792,0.0,1,/,0,0.0,0,0,BMW-keyauto-krd.ru,115,0,,
44849,GA1.2.1694619680.1581367617,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,tablet,2020-02-10,2,(not set),(not provided),organic,google,0.0,0.0,1,/,1,1.0,19357,1,google,0,0,,
44877,GA1.2.1692963985.1581318057,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Internet Explorer,desktop,2020-02-10,6,36451504,киа рио расход топлива,cpc,yandex,0.0011689814814814792,0.0,1,/special/purchase/e220/?calltouch_tm=yd_c:36451504_gb:3435678787_ad:6081156757_ph:14000352495_st:search_pt:premium_p:1_s:none_dt:desktop_reg:35_ret:_apt:none&yclid=482254502966091232,0,0.0,0,0,YANDEX,435,0,e220,7.0
44891,GA1.2.1691870025.1574320225,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,tablet,2020-02-10,2,31146787,(not set),cpc,yandex,0.0,0.0,1,/special/purchase/gls/?calltouch_tm=yd_c:31146787_gb:3023205299_ad:4987521208_ph:11497943_st:context_pt:none_p:0_s:zen.yandex.com_dt:tablet_reg:35_ret:11497943_apt:none&yclid=481294047574783666,0,0.0,0,0,YANDEX,560,1,gls,2.0
44934,GA1.2.1689361509.1571569019,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Samsung Internet,mobile,2020-02-10,2,(not set),(not set),(none),(direct),2.3148148148077752e-05,0.0,1,/promo/x1-rock/,1,1.0,20888,1,(direct),0,0,x1,15.0
44943,GA1.2.1688821808.1581345907,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,desktop,2020-02-10,8,(not set),(not set),organic,yandex,0.000983796296296191,0.0,1,/,1,1.0,40102,1,YANDEX,0,0,,
45150,GA1.2.1678260499.1580992849,cars.BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,2,(not set),(not set),referral,BMW-keyauto-krd.ru,5.7870370370416424e-05,0.0,1,/new,1,1.0,13065,1,BMW-keyauto-krd.ru,1452,0,,
45176,GA1.2.1676973266.1581359338,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Safari,mobile,2020-02-10,4,(not set),(not provided),organic,google,0.0002662037037037823,0.0,1,/,0,0.0,0,0,google,0,0,,
45258,GA1.2.1672819231.1581239550,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,(not set),(not set),organic,yandex,0.00011574074074083283,0.0,1,/models/e220-x-line/desc/,1,1.0,33042,1,YANDEX,0,1,e220,7.0
45288,GA1.2.1671934846.1581312583,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,Mersedes_Krasnodar_Poisk,,cpc,google,0.0,0.0,1,/special/purchase/glc/?placement=,1,1.0,16382,1,google,2997,0,glc,6.0
45293,GA1.2.1671615695.1581346503,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,14,(not set),(not provided),organic,google,0.02761574074074069,0.0,1,/,0,0.0,0,0,google,0,0,,
45353,GA1.2.1666359062.1581283807,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,4,(not set),(not set),organic,yandex,0.0002199074074074048,0.0,1,/,1,1.0,27140,1,YANDEX,0,0,,
45397,GA1.2.1663921745.1581182159,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Safari,mobile,2020-02-10,2,(not set),(not provided),organic,google,0.0,0.0,1,/,0,0.0,0,0,google,0,0,,
45417,GA1.2.1662912389.1558339681,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,42,(not set),(not provided),organic,google,0.014398148148148104,0.0,1,/,0,0.0,0,0,google,0,0,,
45449,GA1.2.1661666707.1555147321,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,6,(not set),(not set),(none),(direct),0.00015046296296294948,0.0,1,/,0,0.0,0,0,(direct),0,0,,
45462,GA1.2.1661301453.1581317189,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Safari,mobile,2020-02-10,2,Mersedes_Krasnodar_Poisk,,cpc,google,0.0,0.0,1,/special/purchase/GT_AMG/?placement=,0,0.0,0,0,google,394,0,GT_AMG,1.0
45534,GA1.2.1657656791.1581358462,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,6,(not set),(not set),(none),(direct),0.002569444444444402,0.0,1,/,1,1.0,29154,1,(direct),0,0,,
45547,GA1.2.1656969629.1579643617,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Samsung Internet,mobile,2020-02-10,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/models/e220/options/,1,1.0,9178,1,yandex.ru,897,0,e220,7.0
45610,GA1.2.1653448563.1570014578,cars.Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Firefox,desktop,2020-02-10,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/new,1,1.0,21731,1,yandex.ru,1173,0,,
45635,GA1.2.1652544697.1581352158,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Android Webview,mobile,2020-02-10,2,(not set),(not set),(none),(direct),1.1574074074038876e-05,0.0,1,/models/c180/options/,1,1.0,33914,1,(direct),0,1,c180,9.0
45662,GA1.2.1650808308.1581341184,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,10,(not set),(not set),referral,yandex.ru,0.00447916666666659,0.0,1,/,0,0.0,0,0,yandex.ru,197,0,,
45675,GA1.2.1650021660.1581356769,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Safari,mobile,2020-02-10,6,(not set),(not provided),organic,google,0.0005671296296296813,0.0,1,/,1,1.0,25913,1,google,0,0,,
45704,GA1.2.1649110924.1581361221,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,6,(not set),(not set),referral,yandex.ru,0.0004629629629628873,0.0,1,/,1,1.0,19346,1,yandex.ru,841,1,,
45736,GA1.2.1647057079.1581291045,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Safari (in-app),mobile,2020-02-10,4,e220_X,(not set),cpm,IG,0.0005439814814813815,0.0,1,/special/purchase/e220-x-line/item65704166.php,0,0.0,0,0,ig,449,0,e220,7.0
45841,GA1.2.1643842192.1568564279,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Android Webview,mobile,2020-02-10,2,e220_X,(not set),cpm,IG,0.0,0.0,1,/special/purchase/e220-x-line/item65704166.php,1,1.0,36414,1,ig,2924,0,e220,7.0
45994,GA1.2.163436202.1581168196,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,6,(not set),(not provided),organic,google,0.00023148148148144365,0.0,2,/models/c180/options/,1,0.5,34997,1,google,0,0,c180,9.0
45995,GA1.2.163436202.1581168196,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,6,(not set),(not provided),organic,google,0.00023148148148144365,0.0,2,/models/cls/desc/,0,0.0,0,0,google,0,0,cls,5.0
46019,GA1.2.1632875285.1578629874,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,krasnodar-kliuchavto-network-halva-2019,(not set),sem_cpc,google_go_search,9.259259259253305e-05,0.0,1,/offers/buy/halva/,1,1.0,31363,1,google_go_search,3348,0,,
46066,GA1.2.1629894687.1558794347,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,12,(not set),(not set),referral,Mersedes.ru,0.005798611111111018,0.0,1,/,1,1.0,21087,1,Mersedes.ru,1202,1,,
46132,GA1.2.1626396434.1581363277,cars.BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Safari,mobile,2020-02-10,10,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0074652777777777235,0.0,1,/,0,0.0,0,0,BMW-keyauto-krd.ru,100,0,,
46131,GA1.2.1626396434.1581363277,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Safari,mobile,2020-02-10,2,(not set),(not set),(none),(direct),0.0,0.0,1,/,1,1.0,43071,1,(direct),0,0,,
46191,GA1.2.162279992.1581355787,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Android Webview,mobile,2020-02-10,2,(not set),(not set),(none),(direct),0.0,0.0,1,/request/order_testdrive/,1,1.0,22796,1,(direct),0,1,,
46205,GA1.2.1621215838.1581314900,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,desktop,2020-02-10,8,(not set),(not set),referral,yandex.ru,0.0031250000000000444,0.0,1,/,0,0.0,0,0,yandex.ru,162,0,,
46206,GA1.2.1621118274.1581367048,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,(not set),(not provided),organic,google,1.1574074074038876e-05,0.0,1,/models/cla/options/,1,1.0,8722,1,google,0,0,cla,10.0
46226,GA1.2.1619854635.1581283660,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Safari,tablet,2020-02-10,2,(not set),(not set),(none),(direct),0.0,0.0,1,/,0,0.0,0,0,(direct),0,0,,
46260,GA1.2.1618128383.1581338786,cars.BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Internet Explorer,desktop,2020-02-10,8,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0027199074074073515,0.0,1,/,1,1.0,31968,1,BMW-keyauto-krd.ru,1742,0,,
46259,GA1.2.1618128383.1581338786,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Internet Explorer,desktop,2020-02-10,3,(not set),(not set),referral,BMW.ru,0.00018518518518528815,0.0,1,/,0,0.0,0,0,BMW.ru,115,0,,
46436,GA1.2.1610070748.1580987300,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/,0,0.0,0,0,yandex.ru,56,0,,
46473,GA1.2.1607030507.1581351048,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,10,(not set),(not set),referral,BMW-keyauto-krd.ru,0.002847222222222223,0.0,1,(entrance),1,1.0,39979,1,BMW-keyauto-krd.ru,1873,1,,
46474,GA1.2.1607030507.1581351048,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,10,(not set),(not set),(none),(direct),0.0002777777777778212,0.0,1,(entrance),0,0.0,0,0,(direct),0,0,,
46475,GA1.2.1607030507.1581351048,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,10,(not set),(not set),referral,BMW-keyauto-krd.ru,0.002847222222222223,0.0,1,/,1,1.0,23081,1,BMW-keyauto-krd.ru,1907,0,,
46476,GA1.2.1607030507.1581351048,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,YaBrowser,mobile,2020-02-10,10,(not set),(not set),(none),(direct),0.0002777777777778212,0.0,1,/,0,0.0,0,0,(direct),0,0,,
46564,GA1.2.1601286679.1577592164,BMW-keyauto-krd.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,krasnodar-kliuchavto-network-halva-2019,(not set),sem_cpc,google_go_search,0.0,0.0,1,(entrance),1,1.0,40394,1,google_go_search,2957,0,,
46627,GA1.2.1598695528.1581070118,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,6,(not set),(not set),referral,Mersedes.ru,0.0020023148148147207,0.0,1,/about/contacts/,0,0.0,0,0,Mersedes.ru,74,0,,
46664,GA1.2.1595999638.1581323855,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,(not set),(not set),(none),(direct),0.0,0.0,1,/models/,1,1.0,17170,1,(direct),0,0,,
46745,GA1.2.1592197892.1581352159,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,Chrome,mobile,2020-02-10,2,(not set),(not provided),organic,google,0.0,0.0,1,/,0,0.0,0,0,google,0,0,,
47012,GA1.2.1575251663.1581346463,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,desktop,2020-02-10,6,(not set),(not set),referral,yandex.ru,0.005937499999999929,0.0,1,/,0,0.0,0,0,yandex.ru,124,0,,
47094,GA1.2.1571898029.1580712373,Mersedes-krasnodar.ru,Krasnodar,Krasnodar Krai,YaBrowser,desktop,2020-02-10,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/models/cla/desc/,0,0.0,0,0,yandex.ru,158,0,cla,10.0
